food,-0.44827852 -0.07014984 -0.46719426 0.005703914 -0.4853695 -0.100980155 0.13221666 0.42830494 -0.37970126 -0.3848123 -0.01785645 0.0016980779 -0.0027849656 0.029364148 -0.32589123 -0.40448743 -0.025345793 0.31651905 0.045770556 -0.056386784 -0.20226343 -0.058792263 0.5074907 -0.024565881 -0.09736917 -0.28692618 0.32401708 -0.042993784 -0.38203946 0.15540059 0.06516426 -0.19920042 0.24981263 0.30371872 -0.13360825 0.017220292 0.076608 0.14202616 0.26534703 -0.27561006 -0.084004134 0.19998726 -0.15708262 0.16479073 0.17220503 -0.07360926 -0.098370105 -0.10176227 -0.12047275 0.2365401 0.26356223 -0.32475215 0.020761354 0.21187577 -0.34703913 0.08840831 0.13453634 0.07952933 -0.055375446 -0.0481002 -0.0216555 0.14388104 -0.17634143 0.27926502 0.079054765 0.15639779 -0.057467557 -0.37513325 -0.15129937 -0.38088605 -0.19922392 0.2050759 -0.18814898 0.015479617 -0.07647725 0.19171368 -0.021872787 0.08456334 0.31645662 0.20189036 -0.069871485 -0.28964797 -0.17266019 0.1662793 0.17682384 0.2999826 0.078958236 0.01619052 0.15542157 -0.097519204 0.13116816 0.18317728 0.33973742 0.077789664 0.16226247 -0.071747586 0.014705856 0.0061937375 -0.45353952 -0.076514855 -0.07426513 -0.21194035 0.52284455 -0.10383859 0.07808145 0.70379734 0.116786286 0.1626032 0.2752747 0.04356764 -0.24561073 -0.30987668 0.03126526 -0.31151363 0.13565649 -0.10954105 0.30444214 0.0016893056 -0.12338647 0.24404223 0.1573457 -0.2065474 -0.13068496 -0.1879847 -0.03952867 -0.27726692 0.09033316 0.27665606 ,22
fighting,0.16467604 0.11749258 -0.12997097 -0.22277851 -0.19305371 0.12409451 -0.07918242 -0.40698442 -0.16100389 -0.34129348 -0.047882766 -0.23386729 -0.0031736528 -0.15096168 -0.111302264 -0.045106735 -0.01007215 0.20014738 -0.09320619 0.120321974 -0.1042684 -0.1661291 -0.019484587 0.14289929 0.39077538 -0.36478516 -0.09698399 0.11556952 -0.06263744 -0.089503765 0.14324175 -0.049111035 0.10026503 -0.12880594 -0.11982516 -0.091597855 -0.09559259 -0.13770966 0.16038485 -0.42288762 0.075046964 -0.0045696963 -0.1529836 -0.25722674 0.006217043 -0.19128525 0.19580945 0.10311205 -0.10686167 0.1346467 0.19347768 -0.31576207 0.0031999398 0.32933122 -0.28472143 -0.15405194 0.19171476 -0.016838526 -0.3523664 0.31823906 -0.23790969 0.07041545 -0.04577684 -0.016950645 0.060287666 0.16023119 -0.039435115 -0.13085334 -0.09984713 0.15115361 0.22011605 0.20693693 0.13641515 0.018056076 0.02284596 0.0070643453 0.052378047 0.18916775 0.2103389 0.02899585 -0.35411775 -0.04607236 -0.21099275 -0.049576268 -0.10717712 0.04494721 0.23014835 0.37222636 0.42704353 0.1745732 -0.13158661 -0.44702125 -0.046838418 -0.23062679 -0.101840116 -0.1983865 0.24392033 -0.25079018 -0.3044226 0.17840056 0.09300323 -0.50263894 -0.04619834 0.23467812 0.11168326 0.35471418 0.17277254 0.29549986 -0.091291815 0.3577972 -0.11461065 -0.37944952 0.13593008 0.49304914 0.0050626257 -0.18939899 -0.070669994 0.12741192 0.19221625 0.368901 0.20121129 -0.13895765 0.035575897 -0.04381476 -0.1558372 -0.1452654 -0.06748621 -0.1731764 ,52
rock,0.18953331 0.38254958 -0.3980255 -0.06491004 -0.42474806 -0.32141137 -0.24212793 0.09203024 0.20834368 -0.2582336 -0.12237934 -0.10320024 0.18422063 -0.28158095 0.24797243 -0.5906308 -0.069750845 -0.15519288 -0.11485887 -0.21766078 0.3327364 0.24718763 0.18277262 0.10442629 -0.1405891 -0.48538667 -0.0074287304 0.31299764 -0.044445165 0.11270636 0.32452315 -0.22647598 0.16104537 0.027867807 -0.38922912 -0.03878817 0.12456876 -0.1705832 -0.1582338 -0.03239814 0.09460964 0.4951979 0.36582053 -0.414417 0.070727706 0.31984365 0.13903233 0.18451579 -0.1857873 0.0818534 0.20886725 -0.48966405 0.060641315 0.10399584 -0.25973967 -0.36605677 0.27591866 0.007049902 -0.049298257 0.090611435 0.049798094 0.020464964 -0.26334128 0.026846685 -0.33331364 0.19055454 0.29934517 -0.05294381 -0.14448789 0.080951296 0.11583078 0.06093123 -0.20791276 0.26251304 0.19584017 -0.15548006 -0.22211114 0.12878491 -0.014530049 0.35373294 -0.16161288 -0.0282161 -0.3298603 -0.2613797 -0.0031120144 0.15660466 0.11326366 -0.20270905 0.34157988 -0.052025855 0.03842833 -0.024423908 0.13071628 -0.08256264 -0.40183145 -0.09008992 -0.04983805 -0.11102883 0.21833135 -0.102482386 -0.16878706 -0.04083379 0.04969737 -0.338424 -0.08161771 0.42117175 0.28141275 0.011342339 -0.023475878 0.15870114 -0.20446691 -0.13173097 -0.2554419 0.30761623 -0.1949585 0.19492084 0.11857605 -0.060943153 0.0048510283 0.2600262 0.31142098 -0.14176343 -0.09597267 -0.12927008 0.093108796 -0.22446518 0.31408456 -0.10836119 ,11
building,-0.10472476 0.14393176 -0.12231508 -0.26551247 -0.08052446 -0.1640113 0.080663644 -0.06788321 -0.09013467 -0.23598813 0.07204883 -0.08352303 -0.039721422 0.024027323 -0.0064549698 -0.34991562 0.17121957 0.22606426 0.23801371 0.13107572 0.11468081 0.16796455 0.057635784 -0.2648327 0.023126565 -0.42126703 0.029848453 0.06198643 -0.16035728 -0.31775627 0.35644212 -0.24375772 -0.003450836 -0.12240371 -0.012162415 -0.31128526 0.18206973 -0.1701063 -0.14692965 -0.26146296 -0.0202155 0.24318904 -0.05847861 0.10770956 0.14281775 0.03001891 -0.20116803 0.22534342 -0.17305145 0.33797088 0.07540903 0.020253764 0.0861593 0.0080005545 -0.15139699 -0.23076883 0.11164248 0.067032434 -0.097779244 0.29107898 -0.18969823 0.21895792 -0.1199633 0.3917596 -0.21678178 0.007924079 -0.24881823 -0.23532516 0.07681924 -0.25392112 0.39400837 0.35220855 0.08534256 -0.22743009 0.043633286 -0.10901775 0.041085355 0.030365972 0.20595104 0.046265412 -0.19537944 -0.15897952 -0.02445275 -0.43151313 -0.021276362 0.014000471 0.18081708 0.33107394 0.16709177 -0.06641798 0.14962555 -0.3796665 0.025404274 0.23352063 -0.110493116 -0.010136073 0.053060066 -0.20374478 -0.43725905 0.04488977 0.06359084 -0.16412567 -0.2704032 0.08400842 -0.107644595 0.4811764 -0.34593144 0.16600925 -0.25084376 -0.008683093 -0.5085777 0.15803885 0.19854683 0.19259988 0.15453139 -0.32470986 0.028918507 -0.3077593 0.27944937 0.09425266 0.32631835 -0.1571533 0.058569 -0.016926292 -0.34201646 -0.113974504 0.17924005 -0.17637126 ,61
car,0.27233744 -0.08273852 -0.046406645 -0.15966976 -0.36420548 -0.19270422 0.17635842 0.6198415 -0.4328264 -0.17106254 0.46553153 -0.21831584 -0.10273998 0.028224822 -0.022423888 -0.22741781 0.004939209 0.25116676 0.004973518 0.24824044 0.16646653 0.26189753 0.38550428 -0.12397365 -0.038174916 -0.35423335 -0.02025337 0.24401793 -0.15344153 0.29383403 0.30780262 -0.19486211 0.22875255 0.458629 0.011529307 0.28950605 0.19165339 0.17473508 -0.011915424 -0.014282696 0.24319117 0.45732597 0.08425113 0.1464913 0.139604 0.16483274 0.11399656 -0.42500007 -0.39209172 -0.041008607 -0.014798564 0.12478669 -0.1921982 0.12189448 -0.44485325 -0.068597965 0.056361098 0.2550907 -0.14933038 0.17551026 -0.2813485 -0.2844365 -0.33198667 -0.15113476 -0.16355608 -0.17301404 0.36120868 -0.13075556 -0.14067522 -0.040906582 -0.16350836 0.25796252 0.009296992 0.20717785 0.3181225 -0.0783139 0.28055793 -0.2171788 0.20294304 0.21070507 -0.33248386 -0.30531764 0.12388439 0.3843534 -0.21927498 0.19047454 0.23142342 -0.16695529 -0.19279423 0.015108524 0.09325277 -0.40985426 -0.09162815 -0.1745165 0.09506946 -0.20950755 -0.14621824 -0.10059638 0.04273896 -0.22580403 -0.25868738 -0.13334359 -0.07428838 -0.36338776 0.085186526 0.5063114 -0.25446463 -0.052705713 -0.07928294 0.14026392 -0.051567417 0.041099466 0.075904354 -0.32703385 0.11340774 -0.19306514 0.2538841 -0.40567467 0.19671762 0.15603474 0.42315972 -0.40712598 -0.18419027 -0.123353496 -0.021231536 -0.17529379 0.42701048 -0.18946262 ,56
murder,0.22599077 -0.25145945 -0.36895674 -0.12677553 -0.18652715 -0.002848462 -0.061779704 -0.019227065 -0.451928 -0.44136053 0.25692004 -0.22141173 0.29897442 -0.052437548 -0.17513736 -0.3948847 0.20351066 0.3250785 -0.022384146 0.18013045 -0.2583479 0.23514955 0.13191505 0.017292747 0.32409245 0.19645722 -0.20363805 0.17569545 0.4709054 0.25947398 -0.21537508 0.03929564 0.051162463 -0.14596777 -0.17326674 -0.36444056 -0.49537537 -0.19160172 -0.0598079 -0.30218256 -0.06387642 0.31898588 0.21883301 -0.037403632 0.10428738 -0.28112113 0.04608441 -0.40695214 0.14295428 -0.30809444 0.25565055 -0.20045072 -0.1351561 0.1894854 -0.34616846 -0.1332547 0.39146793 0.27973822 0.10712048 0.57366663 -0.16835651 -0.12697057 0.34929976 0.02266365 -0.053158373 -0.3246623 0.20402744 0.21152726 -0.38075185 -0.13168292 -0.24546087 -0.11373442 -0.16684666 -0.4818267 0.35267776 -0.23060434 0.6219464 -0.09601426 0.046977524 0.28098598 -0.16764942 -0.00830995 -0.46829104 -0.014142399 -0.22151028 0.022378664 0.38600007 0.25903502 0.0759615 0.32653546 0.5188285 -0.46829084 -0.1306448 -0.3881889 0.1304802 -0.31159294 0.036814317 0.09591937 -0.014943858 0.15258206 -0.23625867 -0.42006394 0.40789416 -0.31047994 0.5580438 0.36351785 -0.0037822884 0.25809267 0.2115865 -0.05910432 -0.030722361 -0.32637706 0.07739457 0.108580805 -0.14539786 -0.25171536 -0.3111858 -0.042861048 0.5096419 0.4476681 0.36338076 -0.004961454 -0.24665685 -0.21241069 -0.010726988 -0.31065476 0.2811612 -0.028261542 ,100
holocaust,0.011001057 0.17502138 -0.16402805 -0.0014301838 0.21121024 0.062118843 -0.17726111 -0.24449858 -0.61356235 -0.73933953 0.3151122 -0.36195073 0.17080349 -0.054264873 -0.1256532 -0.2422161 0.34027085 0.27755368 -0.2780688 -0.02313846 -0.62787634 0.11507414 0.12457486 -0.103269234 0.28729704 0.2639023 -0.13109913 0.39722446 0.0644209 0.30266652 0.2325765 0.2843098 0.123089254 -0.062534854 -0.09972339 -0.019110486 -0.24486251 -0.22496657 -0.20119183 -0.54099953 -0.12920491 -0.030875478 -0.038107034 -0.32412234 -0.28902775 -0.32579195 0.2690432 -0.31350455 0.2963571 -0.2509767 -0.13897486 -0.5576706 -0.06723525 0.08675333 -0.575098 0.15806827 0.3907283 0.2137584 -0.3501728 0.5051286 0.11362454 0.117604 0.5055991 0.08931298 0.20714888 0.038766865 0.14842144 0.3348061 -0.49588373 -0.46099916 -0.57757246 0.024465503 -0.10903786 -0.06362861 0.07854336 0.05254126 0.16493398 -0.027408723 -0.033235814 0.46764806 -0.2848664 -0.4646794 -0.41249758 -0.040255755 -0.28756776 0.28777522 0.24772291 0.36910388 -0.062013198 0.3252078 0.15021425 -0.08358647 -0.102593 0.08206001 0.13125697 0.16238666 -0.00646519 -0.05539566 0.12989363 0.5621241 -0.35753897 -0.31658518 0.32859588 -0.23709022 0.43310127 0.431142 -0.12500115 0.31979412 -0.10284954 0.14769244 0.20339553 0.15075687 -0.16353017 0.32768628 0.032211225 -0.23358473 0.27931938 0.51980644 0.25711066 0.10369792 0.3074448 -0.24674255 -0.24757116 -0.099428706 -0.08958571 -0.68268347 0.46274447 0.060711376 ,100
airplane,0.28259695 0.34940785 -0.34612733 0.048097882 -0.24255309 -0.26307032 0.043834895 0.25724486 -0.22528403 -0.13098867 0.32115945 -0.08930738 -0.0963193 -0.008426635 -0.002282284 0.16290767 -0.03981191 0.43634844 -0.3431826 0.023579946 0.238338 0.32873145 0.40160894 -0.29364395 -0.25988173 -0.2297063 -0.014179137 0.16649623 -0.12996273 0.033493627 0.1746387 0.21398447 -0.03762165 0.40867037 -0.21120852 0.33484614 0.256812 0.4935008 -0.205831 -0.30996615 0.089375705 0.6973599 -0.016361253 -0.238892 -0.012597307 0.2229068 0.41830772 0.018638825 -0.00939353 0.10431167 0.13288407 0.2232442 -0.021844432 0.19047606 -0.78388083 0.20047551 0.3501196 0.2647728 -0.21206614 -0.0041859816 0.24145794 -0.10401794 -0.2424798 0.017541423 -0.048965696 -0.14190307 0.13692635 0.107590176 0.17314786 -0.09053489 -0.3226399 0.29818672 0.08723167 0.2444194 0.18106383 0.23366979 -0.09007623 0.009687498 -0.028303456 0.11831635 -0.24613066 -0.07861046 -0.050135434 -0.09361554 0.06953332 0.13530746 0.06052864 0.09740917 -0.2892021 -0.0680295 0.15019803 -0.38400528 0.03253113 0.0014456854 -0.04751229 -0.16041824 0.035505593 -0.13879283 -0.07184178 -0.072095126 0.0046343487 -0.10941198 -0.0373628 -0.36977845 0.20076981 0.8058185 -0.0037591474 0.05972928 -0.2865701 0.23693924 -0.28147 -0.05706537 -0.02471737 -0.12624301 0.27074423 0.0902113 0.19771801 0.03920106 0.05955878 0.21966612 0.50371057 -0.27313668 -0.20399167 -0.37967122 -0.012524016 -0.28598863 0.2806748 -0.22273494 ,83
gun,0.45109916 0.111334585 0.034560323 -0.18430333 -0.44989446 0.11024792 0.20203805 0.3326373 -0.2323417 -0.22637407 0.10040393 -0.0072439183 0.0879766 -0.1506152 -0.18311563 -0.35278353 -0.27906817 0.56911784 0.16667874 0.15793452 0.014701309 0.1611674 0.2111018 0.1472146 -0.08490943 -0.13912968 0.06358583 0.29406086 -0.09210905 0.19289729 -0.11187572 -0.05744014 0.2276526 0.32114735 -0.07650434 0.17651458 0.19103771 0.13092569 -5.0648792e-05 -0.22407497 -0.016924562 0.613208 0.20780672 -0.103592016 -0.3255585 -0.084220536 0.36473536 -0.27501413 -0.3941794 -0.15006743 0.2856683 -0.31292856 0.14354163 0.0753804 -0.65990496 0.41915858 0.18105234 0.31558982 0.27770317 -0.036162175 -0.0014946522 -0.0606241 0.06362426 -0.42094374 -0.17071943 -0.023203392 0.26802543 0.28810647 0.016766248 0.057063323 0.3840777 0.09310957 -0.13432565 -0.19704592 0.22363412 -0.079215944 0.21983305 0.14387389 0.28062287 0.34352216 -0.16033311 -0.07785502 -0.052551795 0.07507629 0.01716173 0.16962272 0.43894252 0.2493589 0.09087695 0.60350335 0.11826911 -0.43382394 0.13630936 -0.000957889 0.089536235 -0.15966101 0.09413159 0.051892888 0.2343372 -0.2800184 0.042629734 -0.30828676 0.02871317 0.03843633 0.66219604 0.41629758 0.12877454 0.17137922 -0.315068 0.14368191 0.048304524 -0.1840045 0.20759404 -0.20994148 -0.05327109 -0.4183756 0.21293396 -0.17906326 0.17536215 0.24116565 0.35080868 -0.29573584 -0.05379992 -0.24520317 0.086674824 0.016871188 -0.010816375 0.01559427 ,96
knife,0.2281724 0.122163594 -0.30328006 -0.06182532 -0.4416953 0.2979484 0.44029126 0.44725654 -0.20524725 -0.060247973 0.3759344 0.16814615 0.06269896 -0.32324263 -0.13958271 -0.6262369 -0.2941537 0.043115277 0.12475088 -0.20337844 -0.20145474 0.39668614 0.2648113 -0.17455399 -0.05547623 -0.32555225 -0.0031219842 0.35725668 -0.05926671 0.33465797 -0.13642986 -0.10286059 0.29781824 0.2928753 -0.29257947 0.026596857 0.21888879 0.14367644 0.04851549 -0.08603604 0.092890844 0.40640736 -0.009321113 0.008072259 -0.34517485 -0.2644504 0.13936053 -0.1116192 -0.12837787 -0.023527047 0.22600932 -0.30588683 0.1447578 0.15011919 -0.13872822 0.30292252 -0.15545776 0.17497878 0.17808928 0.33616287 -0.041463304 -0.13478135 -0.060822807 -0.35947964 -0.43072218 -0.29564974 0.7058436 0.018529711 -0.36003116 -0.11829442 0.16001433 0.058996916 -0.025312923 -0.1644219 0.18818383 -0.1936905 0.22611728 -0.009115504 0.33509955 0.59683245 0.22978377 0.27564102 -0.11277867 0.011857642 0.14071949 0.22002664 0.4000238 0.26275286 0.17633255 0.5631648 0.06197376 -0.10491194 -0.0244714 -0.23397492 -0.0042539914 -0.3724527 -0.070731334 -0.21763775 0.115024015 -0.006172907 0.10097569 -0.49473897 -0.1712646 0.2938432 0.32116693 0.40490484 0.37483907 0.16351043 -0.033618994 0.16254231 -0.2238111 -0.029067783 0.18259954 0.10043532 0.0039188387 -0.1153582 0.39276603 -0.113080956 0.01460934 0.23050736 0.24164407 -0.35415846 0.0076649245 -0.41280448 0.11080806 0.07994803 -0.1571945 0.044284075 ,87
grenade,0.62543446 0.49564087 -0.13584839 0.008052664 -0.45364034 0.21102017 0.07600023 0.51318294 -0.20075902 -0.26152846 0.1416409 0.0020257067 -0.16021095 -0.3597937 0.19529778 -0.32195976 -0.2244187 0.30266798 -0.14743488 -0.062424254 0.08713714 0.18151589 0.24651283 0.4435656 -0.1630415 -0.40182075 -0.20964876 0.10276269 -0.23618275 0.02128402 0.044173367 0.10536598 0.297548 0.19198926 -0.22521782 0.13264558 0.14401981 0.23541518 0.16144525 -0.23194286 -0.08621914 0.7152037 0.120212704 -0.4368772 -0.18399867 -0.04580254 0.4164681 -0.3880927 0.20529738 -0.09526025 0.004461897 -0.44930896 0.43957502 0.15342686 -0.5588394 0.30622745 0.29494706 0.3446776 -0.006881526 0.018400988 0.020071112 0.29777947 0.04778008 -0.16792268 -0.12400214 0.16060618 0.19040953 0.4964959 0.15008374 -0.053492166 0.448309 -0.13840312 -0.2249014 -0.006277506 0.25285393 -0.27184567 -0.22107732 0.28428313 -0.00679745 0.5334905 -0.20313486 0.050907817 0.017244691 -0.06446955 0.22025989 -0.012982905 0.65159786 0.11853758 0.47226736 0.2934243 -0.111748636 -0.43019015 0.08782898 0.13621357 0.058325633 -0.18568891 0.095707625 0.048358202 0.066089086 -0.13237783 0.11384099 -0.52896297 0.039014865 -0.17922077 0.24624771 0.60068226 -0.24028814 0.046027333 -0.4031232 0.06874957 -0.3160803 -0.24619137 -0.10464472 -0.23539467 -0.20253125 0.100013085 0.4363027 0.063764974 0.0107499 0.22475745 0.23049453 -0.046938304 0.14634715 -0.1617785 0.1118339 0.22446226 -0.37583897 -0.3007695 ,96
iron,-0.3252121 0.15916954 -0.1308976 0.08800159 -0.7069921 -0.27787793 0.089229465 0.19394082 0.08749639 -0.19952138 0.26747778 -0.022938974 -0.19970539 -0.13737783 0.006056394 -0.5965595 -0.21934015 -0.054492723 -0.028870765 -0.517014 -0.0943733 0.1880853 0.18307662 -0.25403047 -0.16591614 -0.3693988 0.28154263 0.07172781 -0.029390926 0.01948149 0.16828308 0.01932947 -0.12885779 -0.050187584 -0.086861126 -0.27746063 -0.17695607 -0.21974106 -0.09204944 -0.15707587 -0.030010113 0.37079182 -0.104347534 -0.11987218 0.039260693 -0.069224946 -0.25214413 -0.11297895 0.38493586 0.28480297 0.4967357 -0.31960633 0.16570438 0.0057871873 -0.034615833 0.060554884 -0.059973687 0.3347482 0.17861857 0.2451772 -0.1206214 0.3626489 -0.1323778 0.14925435 -0.25109386 -0.121599145 0.2678309 -0.30201593 0.09880728 -0.10266417 0.37885225 0.3103327 -0.08980603 0.07295362 0.49352556 0.062303666 -0.19090936 0.15694073 0.37042913 -0.21385418 -0.0483738 -0.074759565 -0.046167396 -0.50960314 -0.050755966 0.23813273 0.27279523 -0.26345524 0.20905761 -0.123508625 0.0929042 0.096815065 -0.059121557 0.09633167 0.00698767 -0.3049804 0.080918685 -0.16799705 0.009949064 0.140232 -0.10815525 0.038242593 0.011541455 0.1792126 -0.11165141 0.534018 0.36677325 0.11296127 -0.02768239 0.33705282 -0.4316276 -0.008140261 -0.10976246 0.012929986 -0.0948973 0.17481375 0.58101636 -0.108712666 -0.046442 0.56127906 0.112138405 -0.22908399 0.23660737 -0.14336748 0.24648468 -0.13895936 -0.09930264 -0.17979045 ,46
silver,-0.43277192 0.6801879 -0.15454136 -0.27189428 -0.50258344 -0.101549596 0.023512473 -0.122783825 0.16274805 0.41613793 0.30563843 0.39280528 -0.36045283 -0.1506873 -0.0932467 -0.4740274 0.07814763 -0.14564696 0.3595709 -0.60526687 0.010569317 0.18449521 0.061774854 -0.34643862 -0.15553278 -0.16936673 0.14547053 0.19958653 0.24613744 0.19185713 0.19437374 0.2311998 0.25785214 -0.06075001 0.21433564 0.2015875 0.14621738 -0.48390955 0.26111928 -0.09569068 -0.04150514 -0.10701695 0.27690747 -0.3067455 -0.21124426 0.11420073 0.07685179 -0.15292999 -0.035379354 0.18883687 -0.08537697 -0.3790295 -0.13170129 -0.14559773 0.07470123 0.16143844 -0.06876148 0.15581667 0.11294406 -0.12048907 -0.18301676 -0.100170985 -0.0869469 0.17885453 -0.32024807 -0.29187214 0.18434806 -0.4363207 -0.31007922 0.01524425 0.34898508 0.19423239 0.17794305 0.1426215 0.3999385 -0.009016087 -0.10511147 0.16717464 0.18444024 -0.12264357 -0.19805697 0.18025495 -0.011348939 -0.3476556 0.025778476 0.5086547 0.14585413 -0.09345951 -0.12119815 0.16514955 0.0799949 -0.1423544 -0.5106904 0.2505393 0.18269464 -0.6325751 -0.2481535 -0.17776312 0.37835926 0.05276936 -0.16879822 -0.4714648 -0.035928354 0.08963712 0.2498269 0.70791894 -0.16201808 0.016903235 -0.09908718 0.3658605 0.04707718 -0.04652919 0.26940045 0.3108565 -0.16997014 -0.04834061 0.4181754 -0.3082614 0.27746487 0.51174027 0.20300455 -0.48791263 0.29150835 -0.24642208 0.009964876 0.12582777 0.12654406 0.16564417 ,51
gold,-0.41292065 0.60071796 -0.096924506 -0.07439203 -0.30361173 0.028665444 -0.22380325 -0.042523988 0.022856709 -0.017284328 0.14104827 0.061851386 -0.28461134 0.027235817 0.031802196 -0.39098904 0.082187094 0.021744192 0.30864856 -0.3957753 -0.10152136 0.42586932 0.2708474 -0.20075884 -0.20790635 -0.23720221 0.2176384 0.19888271 0.033814494 0.26947394 0.15293583 0.0716231 0.06873636 0.05557059 0.116052106 0.05713761 0.1576508 -0.4564612 0.19504571 -0.21527646 0.016501745 0.019194137 0.04057175 -0.023579413 0.057436228 -0.0049548843 -0.1238936 -0.07353001 -0.11136004 0.051127136 -0.07269612 -0.19775234 -0.028769631 0.0030124027 0.11104332 -0.0044547757 0.056279656 0.2850679 -0.120133944 0.0558544 -0.1501172 -0.031544134 -0.05352245 0.16972807 -0.35516602 0.068014406 0.23538269 -0.29992262 -0.29108757 0.027742146 0.1968089 0.03980606 0.08439441 0.050993342 0.44866842 0.038809985 0.0922087 0.24396656 -0.09651327 -0.19941613 -0.11335214 0.009099234 0.03292827 -0.26088774 0.061195303 0.714809 0.049843933 0.0028219754 0.21786462 -0.21893726 0.21378118 -0.06299945 -0.22660863 0.37799594 0.06777292 -0.28446442 -0.36361185 -0.16985197 0.089556456 -0.046305265 -0.059573807 -0.46089634 0.11594036 0.1965289 -0.087703526 0.568267 -0.08613367 0.15439817 -0.1214162 -0.049862128 -0.0634578 -0.019686833 0.38340846 0.35242772 -0.20023008 -0.19808452 0.5628849 -0.105756074 0.3071751 0.6457455 0.016592184 -0.45735875 0.17827365 -0.3558268 0.05824626 0.16163002 -0.07822676 0.038150787 ,88
sword,0.16040185 0.26353577 -0.22500262 0.054582916 -0.59614974 0.27279803 0.25047517 0.24006319 0.050660525 -0.57469314 0.09149869 0.0056242556 0.02526553 -0.1920425 0.2558272 -0.29137957 -0.3640725 -0.10102646 -0.08803688 0.03990252 -0.006706683 0.31791577 -0.042247828 0.32113 -0.355992 -0.14669544 0.07532684 0.2594114 0.14587873 0.01789445 -0.20103239 -0.0828563 0.2933671 0.2514324 -0.23327583 -0.29566938 0.42135593 -0.03538973 0.2421893 -0.084197 -0.27224043 0.40078238 -0.18556273 -0.291186 -0.33721834 -0.27146786 0.027546128 0.0083949575 0.10724918 0.02768016 0.33170265 -0.581636 0.30852452 0.38669106 -0.11186115 -0.21859998 0.06875795 0.33826846 -0.10763494 0.23725067 -0.17946987 0.23365563 -0.14453764 -0.25457737 -0.39518088 0.051815968 0.34210765 0.03139987 0.15845782 0.096959 0.29937673 -0.26102832 0.07736717 0.011712454 0.21131514 -0.036694568 -0.021293081 0.24365366 0.2042151 0.19340982 -0.20650661 0.08502535 0.087904446 -0.13691767 0.3546868 0.051049765 0.7890459 0.25722906 0.4718816 0.32291773 0.005322018 -0.578783 0.0960674 -0.15610658 0.057578914 -0.19174217 0.09494259 -0.3072563 0.356403 -0.03156529 -0.29905707 -0.53153384 0.070365734 0.21719602 0.030146083 0.2753541 0.49739304 0.08483931 -0.030616846 0.16942826 -0.2594418 -0.096097335 0.1220561 0.30673805 -0.30902776 0.100540474 0.28616732 0.048791584 -0.10460555 0.39850366 0.15206505 -0.18206182 -0.004219396 0.03801854 0.36892417 -0.020411605 -0.112287305 -0.39417422 ,74
explosion,0.28631216 0.38593668 -0.0042609666 0.13048014 -0.10576277 -0.0106903445 -0.03669683 0.3951888 -0.25268573 -0.2956827 0.33275 0.06226018 -0.12627836 -0.34342822 -0.08873969 -0.41760924 0.23387879 0.3549455 -0.3389145 0.0057498557 0.2969134 0.14141187 0.28801614 0.23821361 -0.053654324 -0.12056124 -0.07732542 0.32678422 -0.06956681 -0.0903154 0.1184679 0.03432581 -0.09743505 0.13861303 -0.22213875 -0.10998295 0.05960019 0.18526363 -0.36145207 -0.2589659 -0.083644755 0.54629743 -0.099668935 -0.28884846 0.111200266 -0.1553829 0.042507447 -0.20470554 0.5144063 0.052944288 0.08865048 -0.13091542 0.14743157 0.31684297 -0.47567055 0.11623575 0.11447466 0.13887237 0.04548937 0.06733769 0.061603162 0.19841199 -0.09019545 0.10510792 0.22098823 0.19800782 0.15619324 0.29185933 0.12862377 0.110543296 0.1360632 0.06992147 0.05434132 0.29172352 0.31306148 -0.06187458 -0.2597603 0.045110513 0.13025378 0.50809634 -0.3968964 -0.2632177 -0.050068714 -0.22248696 0.069725096 0.0678512 0.35647792 0.25673503 0.6789371 0.18464957 0.19196258 -0.3876447 -0.061816756 -0.13138188 0.05982557 -0.1769645 0.13141082 -0.013126914 -0.026167694 -0.2505359 -0.03586079 0.047926262 -0.04905449 -0.18538116 0.12991925 0.5028202 -0.04222081 -0.02971027 -0.5141964 -0.0012399543 -0.34980032 -0.0986054 -0.07207778 0.030622635 -0.08992993 -0.024226239 0.3599339 0.2546261 -0.09858107 0.28156295 0.2709351 -0.070249915 0.040485438 -0.22720097 0.01241904 -0.10827486 0.052161578 -0.48709038 ,91
